godzina,zdarzenia
0,529
1,424
2,296
3,284
4,368
5,1118
6,1826
7,2864
8,3146
9,3295
10,3704
11,3913
12,4074
13,4247
14,5105
15,5054
16,5071
17,4176
18,3393
19,2622
20,1929
21,1680
22,1243
23,767
