godzina,zdarzenia
0,465
1,326
2,282
3,245
4,323
5,1048
6,1645
7,2718
8,3145
9,3073
10,3604
11,3735
12,3860
13,4041
14,4813
15,4951
16,4871
17,3994
18,3124
19,2465
20,1787
21,1512
22,1107
23,633
