godzina,zdarzenia
0,217
1,159
2,104
3,124
4,136
5,364
6,722
7,992
8,1042
9,1288
10,1486
11,1667
12,1792
13,1935
14,2199
15,2133
16,2234
17,1839
18,1551
19,1281
20,940
21,732
22,556
23,338
