godzina,zdarzenia
0,205
1,144
2,120
3,127
4,133
5,426
6,822
7,1038
8,1107
9,1291
10,1522
11,1647
12,1673
13,1782
14,2026
15,2102
16,2024
17,1633
18,1475
19,1148
20,875
21,676
22,579
23,286
