godzina,zdarzenia
0,153
1,134
2,97
3,100
4,107
5,239
6,651
7,959
8,1007
9,1049
10,1197
11,1266
12,1360
13,1376
14,1541
15,1622
16,1406
17,1170
18,1070
19,781
20,663
21,554
22,413
23,255
