godzina,zdarzenia
0,96
1,79
2,74
3,52
4,89
5,135
6,283
7,414
8,488
9,491
10,605
11,608
12,694
13,667
14,750
15,795
16,752
17,639
18,571
19,423
20,350
21,295
22,208
23,155
