godzina,zdarzenia
0,215
1,158
2,108
3,103
4,155
5,259
6,469
7,894
8,977
9,1029
10,1103
11,1075
12,1125
13,1152
14,1276
15,1413
16,1353
17,1156
18,1045
19,858
20,715
21,600
22,419
23,270
