godzina,zdarzenia
0,107
1,70
2,59
3,57
4,77
5,148
6,332
7,476
8,529
9,571
10,681
11,743
12,720
13,752
14,839
15,907
16,815
17,721
18,530
19,491
20,411
21,318
22,238
23,136
