godzina,zdarzenia
0,221
1,143
2,123
3,115
4,125
5,251
6,645
7,970
8,1077
9,1086
10,1326
11,1303
12,1338
13,1365
14,1648
15,1723
16,1594
17,1379
18,1139
19,924
20,759
21,505
22,453
23,300
