godzina,zdarzenia
0,128
1,90
2,78
3,70
4,91
5,184
6,429
7,630
8,712
9,778
10,794
11,895
12,887
13,914
14,1027
15,1043
16,1046
17,863
18,680
19,602
20,464
21,370
22,273
23,172
