godzina,zdarzenia
0,141
1,89
2,71
3,63
4,94
5,196
6,444
7,784
8,900
9,886
10,1124
11,1254
12,1368
13,1332
14,1525
15,1568
16,1447
17,1142
18,987
19,745
20,567
21,432
22,331
23,179
