godzina,zdarzenia
0,169
1,110
2,103
3,106
4,92
5,189
6,480
7,875
8,988
9,1097
10,1374
11,1534
12,1543
13,1546
14,1717
15,1888
16,1789
17,1563
18,1227
19,944
20,649
21,477
22,407
23,234
