godzina,zdarzenia
0,409
1,247
2,228
3,191
4,224
5,502
6,1072
7,1703
8,2014
9,2059
10,2335
11,2414
12,2439
13,2436
14,2771
15,2881
16,2933
17,2579
18,2166
19,1751
20,1304
21,987
22,803
23,549
