godzina,zdarzenia
0,108
1,95
2,89
3,71
4,84
5,178
6,330
7,579
8,598
9,612
10,718
11,798
12,794
13,809
14,829
15,883
16,862
17,722
18,638
19,525
20,365
21,303
22,226
23,139
