godzina,zdarzenia
0,102
1,86
2,66
3,61
4,79
5,157
6,287
7,465
8,490
9,564
10,704
11,773
12,806
13,803
14,910
15,974
16,881
17,730
18,659
19,468
20,392
21,327
22,288
23,168
