godzina,zdarzenia
0,175
1,112
2,92
3,85
4,115
5,218
6,496
7,810
8,803
9,855
10,956
11,1039
12,1059
13,1055
14,1210
15,1339
16,1205
17,1016
18,832
19,752
20,561
21,491
22,297
23,255
