godzina,zdarzenia
0,192
1,94
2,68
3,73
4,117
5,251
6,522
7,729
8,789
9,866
10,1035
11,1145
12,1154
13,1219
14,1369
15,1392
16,1267
17,997
18,865
19,694
20,578
21,449
22,359
23,203
