godzina,zdarzenia
0,117
1,72
2,69
3,83
4,71
5,159
6,306
7,470
8,518
9,471
10,620
11,681
12,725
13,720
14,815
15,902
16,811
17,694
18,603
19,470
20,347
21,284
22,240
23,150
