godzina,zdarzenia
0,363
1,271
2,202
3,197
4,228
5,594
6,1021
7,1462
8,1739
9,1744
10,2118
11,2252
12,2484
13,2397
14,2945
15,2914
16,2968
17,2408
18,2111
19,1686
20,1418
21,1114
22,877
23,569
