godzina,zdarzenia
0,160
1,118
2,79
3,104
4,101
5,202
6,517
7,805
8,845
9,892
10,1175
11,1185
12,1305
13,1221
14,1343
15,1506
16,1396
17,1133
18,923
19,753
20,572
21,477
22,376
23,230
