godzina,zdarzenia
0,400
1,280
2,248
3,249
4,254
5,574
6,908
7,1526
8,1746
9,1670
10,1878
11,1985
12,2248
13,2158
14,2414
15,2560
16,2752
17,2345
18,2096
19,1647
20,1284
21,1028
22,798
23,531
