godzina,zdarzenia
0,288
1,231
2,182
3,171
4,199
5,398
6,730
7,1121
8,1319
9,1302
10,1403
11,1513
12,1544
13,1692
14,1861
15,2021
16,2022
17,1671
18,1520
19,1313
20,992
21,822
22,698
23,417
