godzina,zdarzenia
0,92
1,80
2,56
3,51
4,61
5,141
6,327
7,574
8,676
9,634
10,750
11,777
12,823
13,794
14,895
15,933
16,933
17,748
18,605
19,469
20,366
21,291
22,209
23,128
