godzina,zdarzenia
0,228
1,151
2,115
3,105
4,138
5,249
6,595
7,1014
8,1053
9,1082
10,1235
11,1285
12,1375
13,1415
14,1543
15,1634
16,1622
17,1407
18,1222
19,953
20,826
21,686
22,467
23,350
