year,month,voivodeship,temperature,humidity,incidents
2022,1,mazowieckie,0.5838709677419355,90.0,4493
2022,2,mazowieckie,1.7464285714285714,85.75,4356
2022,3,mazowieckie,-1.025806451612903,79.0,4861
2022,4,mazowieckie,7.16,77.83333333333333,4971
2022,5,mazowieckie,15.348387096774196,71.19354838709677,5309
2022,6,mazowieckie,20.49,72.16666666666667,4946
2022,7,mazowieckie,20.60967741935484,67.3225806451613,4544
2022,8,mazowieckie,20.835483870967742,79.54838709677419,4776
2022,9,mazowieckie,11.89,88.33333333333333,4966
2022,10,mazowieckie,7.196774193548387,94.2258064516129,5257
2022,11,mazowieckie,1.6733333333333331,92.66666666666669,4621
2022,12,mazowieckie,-0.0290322580645161,88.19354838709677,5288
