year,month,voivodeship,temperature,humidity,incidents
2020,1,opolskie,-0.3225806451612903,87.09677419354838,837
2020,2,opolskie,3.072413793103448,81.72413793103448,764
2020,3,opolskie,2.0580645161290323,80.80645161290323,620
2020,4,opolskie,7.760000000000001,65.13333333333334,484
2020,5,opolskie,11.361290322580643,77.41935483870968,675
2020,6,opolskie,17.473333333333336,86.4,797
2020,7,opolskie,18.9,78.70967741935483,858
2020,8,opolskie,19.45483870967742,82.93548387096774,924
2020,9,opolskie,13.613333333333332,92.13333333333334,912
2020,10,opolskie,9.029032258064516,92.61290322580643,927
2020,11,opolskie,4.096666666666667,89.6,711
2020,12,opolskie,1.5,87.96774193548387,896
