godzina,zdarzenia
0,434
1,287
2,233
3,228
4,279
5,631
6,1133
7,1990
8,2231
9,2280
10,2646
11,2810
12,3081
13,3104
14,3640
15,3674
16,3574
17,3123
18,2613
19,2019
20,1503
21,1225
22,933
23,645
