godzina,zdarzenia
0,221
1,147
2,161
3,121
4,151
5,415
6,888
7,1366
8,1451
9,1509
10,1796
11,1952
12,1946
13,1990
14,2340
15,2400
16,2417
17,2057
18,1643
19,1232
20,950
21,687
22,553
23,342
