year,month,voivodeship,temperature,humidity
2022,08,lubelskie,21.316129032258065,78.48387096774194
2022,09,lubelskie,11.173333333333334,88.3
2022,10,lubelskie,7.880645161290323,93.03225806451613
2022,11,lubelskie,2.2933333333333334,93.4
2022,12,lubelskie,-2.032258064516129,91.06451612903226
2018,01,wielkopolskie,0.3103448275862069,86.20689655172414
2018,02,wielkopolskie,-5.87037037037037,88.03703703703704
2018,03,wielkopolskie,-2.2666666666666666,83.43333333333334
2018,04,wielkopolskie,12.1,75.82758620689656
2018,05,wielkopolskie,19.48709677419355,64.41935483870968
2018,06,wielkopolskie,20.923333333333336,65.23333333333333
2018,07,wielkopolskie,21.287096774193547,73.80645161290323
2018,08,wielkopolskie,21.206451612903226,69.58064516129032
2018,09,wielkopolskie,14.056666666666667,81.83333333333333
2018,10,wielkopolskie,7.445161290322581,85.25806451612904
2018,11,wielkopolskie,2.6133333333333337,89.33333333333333
2018,12,wielkopolskie,1.9548387096774191,90.45161290322581
2019,01,wielkopolskie,-1.2866666666666666,91.23333333333333
2019,02,wielkopolskie,-0.2178571428571428,85.67857142857143
2019,03,wielkopolskie,4.367741935483871,84.16129032258064
2019,04,wielkopolskie,9.51,65.3
2019,07,wielkopolskie,19.959999999999997,70.73333333333333
2019,08,wielkopolskie,20.333333333333332,79.72222222222223
2019,09,wielkopolskie,12.875862068965516,87.0
2019,10,wielkopolskie,7.285714285714286,93.0
2019,11,wielkopolskie,5.966666666666666,92.11111111111111
2019,12,wielkopolskie,2.022222222222222,88.70370370370371
2020,01,wielkopolskie,1.75,91.53333333333333
2020,02,wielkopolskie,3.1551724137931036,84.3103448275862
2020,03,wielkopolskie,2.0482758620689654,80.20689655172414
2020,04,wielkopolskie,7.592307692307693,65.84615384615384
2020,05,wielkopolskie,12.020000000000001,71.76666666666667
2020,06,wielkopolskie,18.623333333333335,78.4
2020,07,wielkopolskie,19.606896551724137,72.06896551724138
2020,08,wielkopolskie,20.366666666666667,75.1
2020,09,wielkopolskie,13.275,88.85714285714286
2020,10,wielkopolskie,8.773333333333333,91.43333333333334
2020,11,wielkopolskie,4.73,92.4
2020,12,wielkopolskie,1.0,91.54838709677419
2021,01,wielkopolskie,-1.1709677419354838,92.70967741935483
2021,02,wielkopolskie,-3.7821428571428575,90.89285714285714
2021,03,wielkopolskie,0.864516129032258,88.16129032258064
2021,04,wielkopolskie,5.826666666666666,79.73333333333333
2021,05,wielkopolskie,13.922580645161291,76.90322580645162
2021,06,wielkopolskie,22.696666666666665,65.53333333333333
2021,07,wielkopolskie,21.187096774193545,78.7741935483871
2021,08,wielkopolskie,17.567741935483873,81.74193548387096
2021,09,wielkopolskie,14.067857142857141,86.92857142857143
2021,10,wielkopolskie,6.6,89.51612903225806
2021,11,wielkopolskie,4.25,92.96666666666667
2021,12,wielkopolskie,-1.6193548387096774,92.70967741935483
2022,01,wielkopolskie,0.20000000000000004,91.48387096774194
2022,02,wielkopolskie,2.2535714285714286,85.42857142857143
2022,03,wielkopolskie,0.18387096774193543,77.2258064516129
2022,04,wielkopolskie,7.54,75.46666666666667
2022,05,wielkopolskie,15.170967741935485,65.2258064516129
2022,06,wielkopolskie,20.053333333333335,70.23333333333333
2022,07,wielkopolskie,20.72258064516129,67.70967741935483
2022,08,wielkopolskie,21.13225806451613,76.3225806451613
2022,09,wielkopolskie,11.773333333333333,85.93333333333334
2022,10,wielkopolskie,8.341935483870968,93.80645161290323
2022,11,wielkopolskie,3.0433333333333334,94.26666666666667
2022,12,wielkopolskie,-0.11290322580645161,90.83870967741936
2018,01,zachodniopomorskie,0.7129032258064517,89.12903225806451
2018,02,zachodniopomorskie,-4.377777777777778,89.03703703703704
2018,03,zachodniopomorskie,-2.5566666666666666,86.5
2018,04,zachodniopomorskie,9.453333333333335,82.5
2018,05,zachodniopomorskie,15.95483870967742,73.6774193548387
2018,06,zachodniopomorskie,18.69,73.73333333333333
2018,07,zachodniopomorskie,19.758064516129032,82.74193548387096
