year,month,voivodeship,temperature,rainfall,humidity,population_density,population,vehicles_count,roads_length,incidents
2022,12,podkarpackie,0.2443949481274731,0.22265764161026008,0.7471355918521111,0.1928640308582449,0.24844049851590533,0.20943474153778566,0.25097423958702364,1324
2018,1,dolnośląskie,0.2838215487629594,0.025293908086925547,0.5720582299599067,0.2857602057216329,0.428133975056719,0.3050161906901652,0.3073756152947364,3382
2018,2,dolnośląskie,0.09399072176070768,0.00997506234413965,0.6659808526914256,0.2857602057216329,0.428133975056719,0.3050161906901652,0.3073756152947364,3095
2018,3,dolnośląskie,0.20188905787240852,0.06804417527609548,0.566907946075398,0.2857602057216329,0.428133975056719,0.3050161906901652,0.3073756152947364,3750
2018,4,dolnośląskie,0.6071622253389435,0.09975062344139651,0.34284099776659616,0.2857602057216329,0.428133975056719,0.3050161906901652,0.3073756152947364,3478
2018,5,dolnośląskie,0.7372372006584558,0.17313858211613825,0.4998573850335013,0.2857602057216329,0.428133975056719,0.3050161906901652,0.3073756152947364,3680
2018,6,dolnośląskie,0.8253159276441182,0.28998931243320275,0.40711325781018814,0.2857602057216329,0.428133975056719,0.3050161906901652,0.3073756152947364,3422
2018,7,dolnośląskie,0.8571540932487411,0.22087638047737798,0.3161585447891725,0.2857602057216329,0.428133975056719,0.3050161906901652,0.3073756152947364,3438
2018,8,dolnośląskie,0.8458406272730118,0.08122550765942288,0.34622070338777833,0.2857602057216329,0.428133975056719,0.3050161906901652,0.3073756152947364,3361
2018,9,dolnośląskie,0.6535217750926026,0.3192019950124688,0.5391529209159653,0.2857602057216329,0.428133975056719,0.3050161906901652,0.3073756152947364,3563
2018,10,dolnośląskie,0.4911766241269024,0.14677591734948345,0.48849931383365197,0.2857602057216329,0.428133975056719,0.3050161906901652,0.3073756152947364,3995
2018,11,dolnośląskie,0.3228122415219189,0.07160669754185965,0.7865156203751047,0.2857602057216329,0.428133975056719,0.3050161906901652,0.3073756152947364,3224
2018,12,dolnośląskie,0.30866050205506385,0.11186319914499465,0.677396873234131,0.2857602057216329,0.428133975056719,0.3050161906901652,0.3073756152947364,3886
2019,1,dolnośląskie,0.1955648206473886,0.06412540078375491,0.6831929607405222,0.2857602057216329,0.4279001044767637,0.32424707235405203,0.312110936788299,3728
2019,2,dolnośląskie,0.24813895781637715,0.10331314570716067,0.46248380685858836,0.2857602057216329,0.4279001044767637,0.32424707235405203,0.312110936788299,3200
2019,3,dolnośląskie,0.3716787487949773,0.07659422871392947,0.5196109033178161,0.2857602057216329,0.4279001044767637,0.32424707235405203,0.312110936788299,3591
2019,4,dolnośląskie,0.4771963893983529,0.19985749910936945,0.4632774533810516,0.2857602057216329,0.4279001044767637,0.32424707235405203,0.312110936788299,3665
2019,7,dolnośląskie,0.8284757725195674,0.2743142144638404,0.3072464548072011,0.2857602057216329,0.4279001044767637,0.32424707235405203,0.312110936788299,3600
2019,8,dolnośląskie,0.7759621910008736,0.3783398646241539,0.6351774614535969,0.2857602057216329,0.4279001044767637,0.32424707235405203,0.312110936788299,3472
2019,9,dolnośląskie,0.618147948358327,0.1852511578197364,0.6025159432769156,0.2857602057216329,0.4279001044767637,0.32424707235405203,0.312110936788299,3792
2019,10,dolnośląskie,0.48214339160364583,0.11827573922337016,0.682498721846999,0.2857602057216329,0.4279001044767637,0.32424707235405203,0.312110936788299,4412
2019,11,dolnośląskie,0.3934085066647818,0.11945137157107233,0.709061571251347,0.2857602057216329,0.4279001044767637,0.32424707235405203,0.312110936788299,3630
2019,12,dolnośląskie,0.31379589961682886,0.0,0.565188493932137,0.2857602057216329,0.4279001044767637,0.32424707235405203,0.312110936788299,3656
2020,1,dolnośląskie,0.24992012918538728,0.0,0.5266582353416036,0.28704596592735454,0.4296967551003458,0.3413022125745327,0.3291356497974506,3429
2020,2,dolnośląskie,0.3441274400020833,0.18026362664766657,0.4712388202207055,0.28704596592735454,0.4296967551003458,0.3413022125745327,0.3291356497974506,3258
2020,3,dolnośląskie,0.3022485635434104,0.07338795867474172,0.5064607270672445,0.28704596592735454,0.4296967551003458,0.3413022125745327,0.3291356497974506,2523
2020,4,dolnośląskie,0.48311496305886203,0.03705023156394728,0.1734317585890389,0.28704596592735454,0.4296967551003458,0.3413022125745327,0.3291356497974506,1904
2020,5,dolnośląskie,0.5907591613622468,0.30566441040256503,0.44075505206791743,0.28704596592735454,0.4296967551003458,0.3413022125745327,0.3291356497974506,2658
2020,6,dolnośląskie,0.7585859675621246,0.7299608122550767,0.6874420794876631,0.28704596592735454,0.4296967551003458,0.3413022125745327,0.3291356497974506,3155
2020,7,dolnośląskie,0.796844841807064,0.18916993231207696,0.4136910367838983,0.28704596592735454,0.4296967551003458,0.3413022125745327,0.3291356497974506,3379
2020,8,dolnośląskie,0.7795774329276569,0.3330958318489491,0.6331351074993948,0.28704596592735454,0.4296967551003458,0.3413022125745327,0.3291356497974506,3443
2020,9,dolnośląskie,0.6369676700111482,0.392946205913787,0.7308852891316636,0.28704596592735454,0.4296967551003458,0.3413022125745327,0.3291356497974506,3751
2020,10,dolnośląskie,0.512770629813565,0.5179907374421091,0.7273820735677963,0.28704596592735454,0.4296967551003458,0.3413022125745327,0.3291356497974506,3496
2020,11,dolnośląskie,0.38560506347322615,0.09547559672247952,0.6645359631891942,0.28704596592735454,0.4296967551003458,0.3413022125745327,0.3291356497974506,2782
2020,12,dolnośląskie,0.2865695224108109,0.03811898824367652,0.6453730861340583,0.28704596592735454,0.4296967551003458,0.3413022125745327,0.3291356497974506,3568
2021,1,dolnośląskie,0.2295247077493831,0.10545065906661917,0.7665984985065794,0.28543876567020254,0.4273711635389208,0.35834482453334315,0.33144389898274207,2987
2021,2,dolnośląskie,0.25431006581076704,0.04239401496259352,0.65094873105798,0.28543876567020254,0.4273711635389208,0.35834482453334315,0.33144389898274207,3317
2021,3,dolnośląskie,0.28270092121153056,0.10117563234770217,0.5395258725076021,0.28543876567020254,0.4273711635389208,0.35834482453334315,0.33144389898274207,3202
2021,4,dolnośląskie,0.39934980400618547,0.08015675097969363,0.454860748594032,0.28543876567020254,0.4273711635389208,0.35834482453334315,0.33144389898274207,2848
2021,5,dolnośląskie,0.600220237275903,0.28642679016743855,0.39241041562473655,0.28543876567020254,0.4273711635389208,0.35834482453334315,0.33144389898274207,3606
2021,6,dolnośląskie,0.8498953500917035,0.09013181332383328,0.42643247315878735,0.28543876567020254,0.4273711635389208,0.35834482453334315,0.33144389898274207,3678
2021,7,dolnośląskie,0.8405103379631724,0.3405771286070538,0.5384522239862232,0.28543876567020254,0.4273711635389208,0.35834482453334315,0.33144389898274207,3434
2021,8,dolnośląskie,0.7278823967508762,0.4128963306020663,0.6190485159970942,0.28543876567020254,0.4273711635389208,0.35834482453334315,0.33144389898274207,3594
2021,9,dolnośląskie,0.6630575035063113,0.16886355539722123,0.6791087910018032,0.28543876567020254,0.4273711635389208,0.35834482453334315,0.33144389898274207,3529
2021,10,dolnośląskie,0.4360514931840091,0.04773779836123976,0.5836423324274149,0.28543876567020254,0.4273711635389208,0.35834482453334315,0.33144389898274207,3975
2021,11,dolnośląskie,0.3427798755708994,0.10687566797292483,0.6648696283938332,0.28543876567020254,0.4273711635389208,0.35834482453334315,0.33144389898274207,3368
2021,12,dolnośląskie,0.24260194404518703,0.05949412183826149,0.7107364852137884,0.28543876567020254,0.4273711635389208,0.35834482453334315,0.33144389898274207,3767
2022,1,dolnośląskie,0.2689805421470806,0.04524403277520484,0.6452116352285879,0.2838315654130505,0.42524884266848517,0.3715293583107894,0.334425479198252,2830
2022,2,dolnośląskie,0.3070773546229366,0.1257570359814749,0.5159030102905735,0.2838315654130505,0.42524884266848517,0.3715293583107894,0.334425479198252,2745
2022,3,dolnośląskie,0.24327432057604428,0.05236907730673317,0.45843715523504613,0.2838315654130505,0.42524884266848517,0.3715293583107894,0.334425479198252,3105
2022,4,dolnośląskie,0.4418041599547621,0.16458852867830426,0.5688704096677549,0.2838315654130505,0.42524884266848517,0.3715293583107894,0.334425479198252,3162
2022,5,dolnośląskie,0.720486254911446,0.23227645172782332,0.24327960605979085,0.2838315654130505,0.42524884266848517,0.3715293583107894,0.334425479198252,3246
2022,6,dolnośląskie,0.8544366526414212,0.2572141075881724,0.29584425369318945,0.2838315654130505,0.42524884266848517,0.3715293583107894,0.334425479198252,3061
2022,7,dolnośląskie,0.8550206782464846,0.28108300676879233,0.2420157145547992,0.2838315654130505,0.42524884266848517,0.3715293583107894,0.334425479198252,2851
2022,8,dolnośląskie,0.8493681679131616,0.6059850374064838,0.6088044560449913,0.2838315654130505,0.42524884266848517,0.3715293583107894,0.334425479198252,2957
2022,9,dolnośląskie,0.5940115798180314,0.233701460634129,0.7989029410973288,0.2838315654130505,0.42524884266848517,0.3715293583107894,0.334425479198252,2884
2022,10,dolnośląskie,0.5191241008007963,0.06519415746348416,0.6653445631407588,0.2838315654130505,0.42524884266848517,0.3715293583107894,0.334425479198252,3091
2022,11,dolnośląskie,0.32488653936059264,0.14463840399002495,0.8097470602480965,0.2838315654130505,0.42524884266848517,0.3715293583107894,0.334425479198252,2719
2022,12,dolnośląskie,0.27156285780906875,0.07837548984681154,0.6764766030729493,0.2838315654130505,0.42524884266848517,0.3715293583107894,0.334425479198252,2920
2018,1,śląskie,0.2505632719540334,0.08300676879230495,0.737884454968652,1.0,0.784915566163517,0.5107949766682007,0.3166834265948154,4644
2018,2,śląskie,0.08839141223432949,0.035981474884218025,0.7759294959272091,1.0,0.784915566163517,0.5107949766682007,0.3166834265948154,4185
2018,3,śląskie,0.17798558497106204,0.07125044531528323,0.7595188763016982,1.0,0.784915566163517,0.5107949766682007,0.3166834265948154,4734
2018,4,śląskie,0.5869227173013988,0.02850017812611329,0.42962731749320576,1.0,0.784915566163517,0.5107949766682007,0.3166834265948154,4617
2018,5,śląskie,0.7280188209745283,0.23298895618097615,0.5677071280574766,1.0,0.784915566163517,0.5107949766682007,0.3166834265948154,4799
2018,6,śląskie,0.8072514115150863,0.1571072319201995,0.5933151252589947,1.0,0.784915566163517,0.5107949766682007,0.3166834265948154,4484
2018,7,śląskie,0.8199979814783237,0.4239401496259352,0.5586416597153087,1.0,0.784915566163517,0.5107949766682007,0.3166834265948154,4700
2018,8,śląskie,0.7896435917157085,0.08158175988599929,0.6450501843231176,1.0,0.784915566163517,0.5107949766682007,0.3166834265948154,4550
2018,9,śląskie,0.6100118675153738,0.15390096188101177,0.7879754056454005,1.0,0.784915566163517,0.5107949766682007,0.3166834265948154,5088
2018,10,śląskie,0.4362561295194874,0.23797648735304597,0.878621209267282,1.0,0.784915566163517,0.5107949766682007,0.3166834265948154,5827
2018,11,śląskie,0.30953381869859115,0.04773779836123976,0.8861256143717295,1.0,0.784915566163517,0.5107949766682007,0.3166834265948154,4501
2018,12,śląskie,0.25845638775105356,0.2550765942287139,0.9185238005543156,1.0,0.784915566163517,0.5107949766682007,0.3166834265948154,5638
2019,1,śląskie,0.15136337218407522,0.21446384039900251,0.8692974194763613,0.9958212793314046,0.7814337359404439,0.5336594718251924,0.32517487903145953,5320
2019,2,śląskie,0.24105081454310065,0.1311008193801211,0.7033394389965445,0.9958212793314046,0.7814337359404439,0.5336594718251924,0.32517487903145953,4399
2019,3,śląskie,0.32496709461646345,0.11079444246526542,0.6673053843876975,0.9958212793314046,0.7814337359404439,0.5336594718251924,0.32517487903145953,4941
2019,4,śląskie,0.47386341568669754,0.16708229426433915,0.43152086752953245,0.9958212793314046,0.7814337359404439,0.5336594718251924,0.32517487903145953,5160
2019,7,śląskie,0.8220346002457031,0.10794442465265408,0.44618303150983535,0.9958212793314046,0.7814337359404439,0.5336594718251924,0.32517487903145953,4864
2019,8,śląskie,0.786330431998441,0.42287139294620596,0.7307806151279503,0.9958212793314046,0.7814337359404439,0.5336594718251924,0.32517487903145953,4690
2019,9,śląskie,0.6021980076959039,0.3288208051300321,0.7685477491052936,0.9958212793314046,0.7814337359404439,0.5336594718251924,0.32517487903145953,5320
2019,10,śląskie,0.44052425880232055,0.1457071606697542,0.8573984877431853,0.9958212793314046,0.7814337359404439,0.5336594718251924,0.32517487903145953,5987
2019,11,śląskie,0.38114431617937927,0.1125757035981475,0.8448152732556576,0.9958212793314046,0.7814337359404439,0.5336594718251924,0.32517487903145953,5010
2019,12,śląskie,0.28347074361642516,0.15176344852155327,0.7007426741651647,0.9958212793314046,0.7814337359404439,0.5336594718251924,0.32517487903145953,5397
2020,1,śląskie,0.22920313636506007,0.08229426433915213,0.7663078868767323,0.9681774349083895,0.758365791072701,0.5509246692330114,0.33286317517388886,4696
2020,2,śląskie,0.31505463149318635,0.29782686141788384,0.6007900887701617,0.9681774349083895,0.758365791072701,0.5509246692330114,0.33286317517388886,4492
2020,3,śląskie,0.27794296400187,0.10224438902743142,0.5811113203993223,0.9681774349083895,0.758365791072701,0.5509246692330114,0.33286317517388886,3354
2020,4,śląskie,0.4308771172726292,0.02493765586034913,0.17918655652127158,0.9681774349083895,0.758365791072701,0.5509246692330114,0.33286317517388886,2696
2020,5,śląskie,0.5811289104507219,0.3010331314570716,0.5145978527029575,0.9681774349083895,0.758365791072701,0.5509246692330114,0.33286317517388886,3486
2020,6,śląskie,0.7960945085769771,0.5878161738510866,0.7589215079514575,0.9681774349083895,0.758365791072701,0.5509246692330114,0.33286317517388886,4156
2020,7,śląskie,0.7858919255652729,0.40434627716423227,0.6068912628151659,0.9681774349083895,0.758365791072701,0.5509246692330114,0.33286317517388886,4351
2020,8,śląskie,0.7545240987126705,0.35304595653722837,0.7877243494873937,0.9681774349083895,0.758365791072701,0.5509246692330114,0.33286317517388886,4223
2020,9,śląskie,0.5947567159348366,0.335589597434984,0.9499782041277622,0.9681774349083895,0.758365791072701,0.5509246692330114,0.33286317517388886,4921
2020,10,śląskie,0.506202777903452,0.5575347345920912,0.8871619621666713,0.9681774349083895,0.758365791072701,0.5509246692330114,0.33286317517388886,4876
2020,11,śląskie,0.3512482468443197,0.09013181332383328,0.8904022818394642,0.9681774349083895,0.758365791072701,0.5509246692330114,0.33286317517388886,3677
2020,12,śląskie,0.2638451445853156,0.12005700035625225,0.893167935850174,0.9681774349083895,0.758365791072701,0.5509246692330114,0.33286317517388886,4905
2021,1,śląskie,0.2247401153341523,0.12468827930174564,0.8591421575222679,0.9588556734169077,0.7504644626003785,0.5679031782529422,0.3193129382977928,4122
2021,2,śląskie,0.14506259415095316,0.13181332383327396,0.8407343624333646,0.9588556734169077,0.7504644626003785,0.5679031782529422,0.3193129382977928,4567
2021,3,śląskie,0.26002948897759554,0.054150338439615246,0.738893254043,0.9588556734169077,0.7504644626003785,0.5679031782529422,0.3193129382977928,3996
2021,4,śląskie,0.37272629194087814,0.14926968293551834,0.5768570890401747,0.9588556734169077,0.7504644626003785,0.5679031782529422,0.3193129382977928,4000
2021,5,śląskie,0.594488739781234,0.34128963306020665,0.4661948712429035,0.9588556734169077,0.7504644626003785,0.5679031782529422,0.3193129382977928,4916
2021,6,śląskie,0.8329384687308952,0.2454577841111507,0.4514990716572936,0.9588556734169077,0.7504644626003785,0.5679031782529422,0.3193129382977928,4823
2021,7,śląskie,0.8369827973230226,0.2757392233701461,0.4845356941043514,0.9588556734169077,0.7504644626003785,0.5679031782529422,0.3193129382977928,4362
2021,8,śląskie,0.6944876957182979,0.7085856786604917,0.9301886284745585,0.9588556734169077,0.7504644626003785,0.5679031782529422,0.3193129382977928,4777
2021,9,śląskie,0.5725033265005213,0.2255076594228714,0.9688219465597507,0.9588556734169077,0.7504644626003785,0.5679031782529422,0.3193129382977928,4580
